nivel=0 bottomLeft=(-31.135803, -13.230604, -12.171947) lado=62.370044 puntos=10913 interno
  nivel=1 bottomLeft=(-31.135803, -13.230604, -12.171947) lado=31.185022 puntos=5469 interno
    nivel=2 bottomLeft=(-31.135803, -13.230604, -12.171947) lado=15.592511 puntos=32 interno
      nivel=3 bottomLeft=(-23.3395475, -13.230604, -4.3756915) lado=7.7962555 puntos=1 hoja
      nivel=3 bottomLeft=(-23.3395475, -5.4343485, -4.3756915) lado=7.7962555 puntos=31 interno
        nivel=4 bottomLeft=(-19.44141975, -5.4343485, -0.47756375) lado=3.89812775 puntos=17 interno
          nivel=5 bottomLeft=(-17.492355875, -5.4343485, 1.471500125) lado=1.949063875 puntos=8 hoja
          nivel=5 bottomLeft=(-17.492355875, -3.485284625, 1.471500125) lado=1.949063875 puntos=9 hoja
        nivel=4 bottomLeft=(-19.44141975, -1.53622075, -0.47756375) lado=3.89812775 puntos=14 hoja
    nivel=2 bottomLeft=(-15.543292, -13.230604, -12.171947) lado=15.592511 puntos=2103 interno
      nivel=3 bottomLeft=(-7.7470365, -13.230604, -12.171947) lado=7.7962555 puntos=73 interno
        nivel=4 bottomLeft=(-3.84890875, -13.230604, -8.27381925) lado=3.89812775 puntos=26 interno
          nivel=5 bottomLeft=(-1.899844875, -13.230604, -6.324755375) lado=1.949063875 puntos=10 hoja
          nivel=5 bottomLeft=(-1.899844875, -11.281540125, -6.324755375) lado=1.949063875 puntos=16 interno
            nivel=6 bottomLeft=(-0.9253129375, -11.281540125, -5.3502234375) lado=0.9745319375 puntos=11 hoja
            nivel=6 bottomLeft=(-0.9253129375, -10.3070081875, -5.3502234375) lado=0.9745319375 puntos=5 hoja
        nivel=4 bottomLeft=(-3.84890875, -9.33247625, -8.27381925) lado=3.89812775 puntos=47 interno
          nivel=5 bottomLeft=(-1.899844875, -9.33247625, -6.324755375) lado=1.949063875 puntos=16 interno
            nivel=6 bottomLeft=(-0.9253129375, -9.33247625, -5.3502234375) lado=0.9745319375 puntos=7 hoja
            nivel=6 bottomLeft=(-0.9253129375, -8.3579443125, -5.3502234375) lado=0.9745319375 puntos=9 hoja
          nivel=5 bottomLeft=(-1.899844875, -7.383412375, -6.324755375) lado=1.949063875 puntos=31 interno
            nivel=6 bottomLeft=(-0.9253129375, -7.383412375, -6.324755375) lado=0.9745319375 puntos=5 hoja
            nivel=6 bottomLeft=(-1.899844875, -6.4088804375, -6.324755375) lado=0.9745319375 puntos=1 hoja
            nivel=6 bottomLeft=(-0.9253129375, -6.4088804375, -6.324755375) lado=0.9745319375 puntos=9 hoja
            nivel=6 bottomLeft=(-1.899844875, -7.383412375, -5.3502234375) lado=0.9745319375 puntos=2 hoja
            nivel=6 bottomLeft=(-0.9253129375, -7.383412375, -5.3502234375) lado=0.9745319375 puntos=6 hoja
            nivel=6 bottomLeft=(-1.899844875, -6.4088804375, -5.3502234375) lado=0.9745319375 puntos=8 hoja
      nivel=3 bottomLeft=(-7.7470365, -5.4343485, -12.171947) lado=7.7962555 puntos=301 interno
        nivel=4 bottomLeft=(-3.84890875, -1.53622075, -12.171947) lado=3.89812775 puntos=20 interno
          nivel=5 bottomLeft=(-3.84890875, 0.412843125, -10.222883125) lado=1.949063875 puntos=11 hoja
          nivel=5 bottomLeft=(-1.899844875, 0.412843125, -10.222883125) lado=1.949063875 puntos=9 hoja
        nivel=4 bottomLeft=(-3.84890875, -5.4343485, -8.27381925) lado=3.89812775 puntos=102 interno
          nivel=5 bottomLeft=(-1.899844875, -5.4343485, -8.27381925) lado=1.949063875 puntos=6 hoja
          nivel=5 bottomLeft=(-1.899844875, -3.485284625, -8.27381925) lado=1.949063875 puntos=21 interno
            nivel=6 bottomLeft=(-1.899844875, -3.485284625, -7.2992873125) lado=0.9745319375 puntos=3 hoja
            nivel=6 bottomLeft=(-0.9253129375, -3.485284625, -7.2992873125) lado=0.9745319375 puntos=6 hoja
            nivel=6 bottomLeft=(-1.899844875, -2.5107526875, -7.2992873125) lado=0.9745319375 puntos=5 hoja
            nivel=6 bottomLeft=(-0.9253129375, -2.5107526875, -7.2992873125) lado=0.9745319375 puntos=7 hoja
          nivel=5 bottomLeft=(-3.84890875, -5.4343485, -6.324755375) lado=1.949063875 puntos=7 hoja
          nivel=5 bottomLeft=(-1.899844875, -5.4343485, -6.324755375) lado=1.949063875 puntos=33 interno
            nivel=6 bottomLeft=(-1.899844875, -5.4343485, -6.324755375) lado=0.9745319375 puntos=5 hoja
            nivel=6 bottomLeft=(-0.9253129375, -5.4343485, -6.324755375) lado=0.9745319375 puntos=7 hoja
            nivel=6 bottomLeft=(-1.899844875, -4.4598165625, -6.324755375) lado=0.9745319375 puntos=10 hoja
            nivel=6 bottomLeft=(-1.899844875, -5.4343485, -5.3502234375) lado=0.9745319375 puntos=8 hoja
            nivel=6 bottomLeft=(-1.899844875, -4.4598165625, -5.3502234375) lado=0.9745319375 puntos=3 hoja
          nivel=5 bottomLeft=(-3.84890875, -3.485284625, -6.324755375) lado=1.949063875 puntos=25 interno
            nivel=6 bottomLeft=(-2.8743768125, -3.485284625, -6.324755375) lado=0.9745319375 puntos=2 hoja
